aerolinea,codigo_vuelo,origen,destino,distancia,salida,duracion,retraso
UA,UA1179,SFO,LAX,337,1213,98,26
UA,UA1181,MSP,DEN,680,1926,116,17
UA,UA1182,BUR,SFO,326,919,69,16
UA,UA1185,DEN,SAN,853,1509,140,10
UA,UA1187,SFO,BUR,326,2132,81,144
UA,UA1188,LAX,PDX,834,1710,133,35
UA,UA1189,DEN,GEG,836,1814,162,41
UA,UA1192,DEN,BWI,1491,1036,198,1
UA,UA1194,DEN,LGA,1619,1300,210,1
UA,UA1198,DEN,MSP,680,1028,121,24
UA,UA1199,BDL,IAD,326,1504,98,22
UA,UA1200,ORD,DTW,235,1852,78,187
UA,UA1201,ORD,SNA,1726,1536,259,11
UA,UA1202,DEN,PHL,1557,1021,212,15
UA,UA1203,PVD,ORD,849,1727,275,130
UA,UA1204,ORD,BDL,783,1720,130,51
UA,UA1208,MSP,ORD,334,2056,60,146
UA,UA1210,ORD,JAX,865,1359,139,43
UA,UA1214,ORD,MHT,843,1602,125,158
UA,UA1216,DEN,BOS,1754,1237,223,12
UA,UA1220,SEA,DEN,1024,729,149,-1
UA,UA1222,SAN,DEN,853,1515,128,-2
UA,UA1223,DEN,SFO,967,1652,159,13
UA,UA1224,ORD,PHL,678,958,118,17
UA,UA1225,DTW,ORD,235,1126,63,34
UA,UA1227,DEN,SAN,853,2056,134,9
UA,UA1233,DEN,BIL,455,1518,89,49
UA,UA1234,ORD,BDL,783,1947,134,44
UA,UA1236,PDX,ORD,1739,628,212,0
UA,UA1237,ORD,IAH,925,1555,179,78
UA,UA1239,PDX,LAX,834,1852,139,16
UA,UA1240,SLC,DEN,391,1427,73,59
UA,UA1242,ORD,PVD,849,2125,139,124
UA,UA1243,RIC,ORD,642,1944,138,183
UA,UA1244,ORD,IAD,589,2203,101,45
UA,UA1249,ORD,SEA,1721,2018,269,21
UA,UA1250,ORD,BUF,473,2341,88,258
UA,UA1251,IAD,RDU,224,2202,60,12
UA,UA1255,DEN,OMA,472,1537,84,14
UA,UA1258,ORD,SAN,1723,1859,245,72
UA,UA1259,SEA,SFO,679,1937,124,52
UA,UA1268,SNA,ORD,1726,1349,235,14
UA,UA1270,EWR,ORD,719,2042,150,32
UA,UA1271,DEN,GEG,836,2045,136,43
UA,UA1273,DTW,DEN,1123,1450,193,346
UA,UA1274,BDL,ORD,783,1804,137,30
UA,UA1280,ORD,CMH,296,1659,79,58
UA,UA1287,ORD,DEN,888,1304,143,54
UA,UA1291,AUS,DEN,775,1824,139,43
UA,UA1297,EGE,DEN,121,1255,58,5
UA,UA1298,LAX,DEN,862,1751,143,49
UA,UA1430,LAS,DEN,629,623,108,9
UA,UA1432,DEN,ONT,819,1824,143,18
UA,UA1433,PHX,SFO,651,1437,107,12
UA,UA1434,PHX,DEN,602,1621,107,14
UA,UA1437,PHX,SFO,651,1730,106,12
UA,UA1440,MSY,DEN,1062,622,212,63
UA,UA1441,DEN,PHX,602,1804,101,22
UA,UA1447,IAD,FLL,901,1701,171,26
UA,UA1448,ORD,TPA,1012,1558,157,7
UA,UA1449,DEN,PHX,602,1208,113,50
UA,UA1454,PHX,ORD,1440,757,207,27
UA,UA1455,TPA,DEN,1506,1132,255,27
UA,UA1458,PHX,DEN,602,1425,93,4
UA,UA1460,DEN,MCO,1545,1109,195,24
UA,UA1466,DEN,FLL,1703,1903,201,3
UA,UA1467,DEN,RNO,804,1754,122,-7
UA,UA1469,MCO,DEN,1545,1801,273,44
UA,UA1473,DEN,PHX,602,2114,103,65
UA,UA1475,IAD,LAS,2066,1743,310,9
UA,UA1477,ORD,PHX,1440,910,223,41
UA,UA1478,LAS,DEN,629,1704,131,143
UA,UA1479,PBI,ORD,1144,1045,177,103
UA,UA1480,LAX,LAS,236,710,64,11
UA,UA1488,PHX,ORD,1440,1853,201,194
UA,UA1491,DEN,LAS,629,1725,109,6
UA,UA1496,MSY,DEN,1062,1909,195,79
UA,UA1497,ORD,PHX,1440,1842,236,66
UA,UA1499,TPA,ORD,1012,1745,163,-2
UA,UA1503,LAS,SFO,414,2347,84,237
UA,UA1508,MCO,IAD,758,1200,114,-1
UA,UA1509,LAS,LAX,236,2037,70,17
UA,UA1514,ORD,FLL,1182,2002,178,46
UA,UA1518,ORD,MCO,1005,753,162,10
UA,UA1519,MCO,ORD,1005,2010,155,-7
UA,UA1525,LAS,SFO,414,1835,85,13
UA,UA1528,DEN,LAS,629,1447,119,14
UA,UA1530,ORD,MCO,1005,1102,160,24
UA,UA1531,MCO,DEN,1545,1045,245,10
UA,UA1532,ORD,MCO,1005,1329,170,26
UA,UA1534,ORD,MCO,1005,1601,183,31
UA,UA1537,MCO,ORD,1005,1609,160,-6
UA,UA1538,DEN,LAS,629,2214,119,267
UA,UA1541,DEN,ONT,819,1526,133,9
UA,UA1542,MCO,IAD,758,1711,115,19
UA,UA1543,DEN,RNO,804,2143,136,43
UA,UA1550,SFO,LAS,414,1823,90,11
UA,UA1553,LAS,LAX,236,1702,76,48
UA,UA1554,LAS,IAD,2066,2349,281,23
UA,UA1560,ORD,TPA,1012,1143,155,140
UA,UA1564,ORD,PBI,1144,1816,163,-7
UA,UA1565,IAD,MCO,758,1711,148,29
UA,UA1567,ORD,LAS,1515,2103,244,48
UA,UA1568,ORD,TPA,1012,2236,147,160
UA,UA1577,IAD,TPA,810,1800,153,27
UA,UA1581,TPA,ORD,1012,1559,165,31
UA,UA1583,DEN,LAS,629,2057,107,-2
UA,UA1586,PHX,DEN,602,1717,109,12
UA,UA1588,PHX,ORD,1440,28,188,22
UA,UA1592,DEN,MCO,1545,1008,194,81
UA,UA1594,ONT,DEN,819,1729,141,26
UA,UA1595,FLL,ORD,1182,2037,175,-2
UA,UA1597,ORD,LAS,1515,1815,216,31
UA,UA1598,PHX,ORD,1440,1234,229,53
UA,UA1599,PHX,SFO,651,2025,105,0
UA,UA1611,DEN,LAS,629,1953,106,3
UA,UA1614,DEN,MSY,1062,1501,137,46
UA,UA1617,DEN,LAS,629,1543,111,135
UA,UA1621,LAX,MSY,1671,1903,218,44
UA,UA1622,MSY,LAX,1671,752,249,18
UA,UA1623,MSY,LAX,1671,1735,237,14
UA,UA1628,LAS,DEN,629,1706,122,16
UA,UA1664,SJU,IAD,1571,840,217,2
UA,UA1665,IAD,SJU,1571,1817,237,27
UA,UA1674,SJU,ORD,2072,828,291,29
UA,UA1677,ORD,SJU,2072,1904,287,61
US,US1874,ALB,CLT,646,1925,150,41
US,US634,PHX,RDU,1891,1053,224,12
US,US1400,ATL,CLT,227,1407,57,-10
US,US1735,ATL,LAS,1747,2206,279,45
US,US1410,ATL,PHL,665,1453,100,-30
US,US244,ATL,PHX,1587,1816,263,20
US,US647,PHX,ONT,325,1152,73,5
US,US1440,BNA,CLT,329,638,73,12
US,US1587,BOS,CLT,728,1715,155,51
US,US1927,BOS,CLT,728,1905,189,45
US,US65,BOS,LAS,2381,2023,349,-10
US,US1777,BOS,PHL,280,1852,93,12
US,US1507,CLT,PHX,1774,1014,306,77
US,US873,DCA,LAS,2089,852,308,10
US,US1056,CLT,PBI,590,2232,129,27
US,US1523,BWI,CLT,361,1236,92,121
US,US678,BWI,PHX,1999,1719,298,-2
US,US828,CLT,ABE,481,2013,90,15
US,US1114,CLT,ALB,646,1717,97,39
US,US1518,CLT,BDL,644,2217,94,-7
US,US1640,CLT,BDL,644,1702,102,137
US,US1704,CLT,BDL,644,2022,110,-2
US,US1552,CLT,BNA,329,2224,82,20
US,US1987,CLT,BNA,329,1213,80,15
US,US790,LAS,CLT,1916,1515,228,40
US,US1051,CLT,BOS,728,1824,112,-7
US,US1088,CLT,BOS,728,1415,112,45
US,US1706,CLT,BOS,728,1616,112,-13
US,US1792,CLT,BUF,546,2223,88,7
US,US1986,CLT,BUF,546,2117,89,69
US,US808,CLT,BWI,361,1813,86,26
US,US1115,CLT,BWI,361,1113,65,159
US,US1176,CLT,BWI,361,1342,68,15
US,US1556,CLT,BWI,361,1956,74,-2
US,US1922,CLT,BWI,361,2231,68,-10
US,US756,CLT,DCA,331,1759,70,6
US,US775,CLT,DCA,331,1405,57,44
US,US1852,CLT,DCA,331,2213,62,-6
US,US1529,CLT,DEN,1337,1822,210,-3
US,US1105,CLT,DFW,936,1843,188,39
US,US1126,CLT,DFW,936,1453,183,14
US,US1865,CLT,DFW,936,2316,170,61
US,US1204,CLT,DTW,500,2223,93,-10
US,US1766,CLT,EWR,529,1335,89,105
US,US1840,CLT,EWR,529,1855,105,19
US,US1972,CLT,EWR,529,1530,121,35
US,US1979,CLT,EWR,529,1007,97,22
US,US919,CLT,FLL,631,1848,127,42
US,US959,CLT,FLL,631,2221,110,16
US,US989,CLT,FLL,631,805,128,20
US,US1687,CLT,FLL,631,2108,110,40
US,US1774,CLT,IAD,321,2232,65,-9
US,US1917,CLT,IAD,321,2020,90,14
US,US1179,CLT,IAH,913,1333,172,34
US,US1767,CLT,IAH,913,2012,184,20
US,US1271,CLT,ILM,185,2232,50,3
US,US1965,CLT,IND,428,1552,91,50
US,US933,CLT,JAX,329,1804,75,10
US,US1009,CLT,LAS,1916,2048,291,27
US,US1285,CLT,LAS,1916,2152,313,36
US,US1787,CLT,LAS,1916,1149,304,41
US,US733,CLT,LAX,2125,1842,336,36
US,US1433,LGA,CLT,544,652,130,28
US,US1435,CLT,LAX,2125,1700,332,23
US,US1624,CLT,LGA,544,2013,85,-17
US,US1630,SFO,CLT,2296,907,278,-2
US,US1644,CLT,LGA,544,1329,117,31
US,US1072,CLT,MCI,809,1625,145,5
US,US1225,CLT,MCI,809,2248,160,41
US,US705,CLT,MCO,468,1847,104,33
US,US1085,CLT,MCO,468,1518,92,39
US,US1439,CLT,MCO,468,2002,95,6
US,US1729,CLT,MCO,468,1130,100,14
US,US1534,CLT,MDT,413,1953,88,12
US,US1524,CLT,MHT,737,1002,112,-14
US,US1025,CLT,MIA,650,1623,147,29
US,US1577,CLT,MIA,650,2255,130,47
US,US1675,CLT,MIA,650,1326,119,19
US,US1074,CLT,MSP,930,2207,153,-5
US,US1409,CLT,MSY,651,1649,155,44
US,US1453,CLT,MSY,651,1343,128,33
US,US1885,CLT,MSY,651,1436,147,26
US,US926,CLT,ORD,599,931,113,-8
US,US1672,CLT,ORD,599,2055,158,59
US,US1788,CLT,ORD,599,2230,160,41
US,US930,CLT,ORF,290,2034,74,29
US,US1432,CLT,ORF,290,954,58,19
US,US889,CLT,PBI,590,1449,112,18
US,US1017,CLT,PBI,590,1647,127,28
US,US722,CLT,PHL,448,1805,92,6
US,US846,CLT,PHL,448,1340,78,-8
US,US1586,CLT,PHL,448,2221,72,-22
US,US311,CLT,PHX,1774,1801,279,20
US,US1509,PHX,SAN,304,1854,72,45
US,US307,CLT,PIT,366,1619,74,-4
US,US1122,CLT,PIT,366,1338,69,1
US,US1580,CLT,PIT,366,2222,67,-5
US,US834,CLT,RDU,130,2017,74,42
US,US947,CLT,RDU,130,2248,42,-4
US,US1117,CLT,RDU,130,1308,44,-1
US,US1510,CLT,RDU,130,1129,47,2
US,US1883,CLT,RDU,130,1627,47,-4
US,US1462,CLT,RIC,256,1632,74,26
US,US1925,CLT,RIC,256,2211,52,5
US,US1614,CLT,ROC,573,2006,93,11
US,US1287,CLT,RSW,600,2225,125,33
US,US1461,CLT,RSW,600,1517,113,18
US,US1805,CLT,RSW,600,1004,126,11
US,US1483,CLT,SAN,2077,1838,305,14
US,US1554,CLT,SAV,213,2236,55,3
US,US1625,CLT,SEA,2279,1913,338,52
US,US1167,CLT,SFO,2296,1817,337,9
US,US851,CLT,SJU,1474,1320,203,0
US,US1297,CLT,SJU,1474,947,211,-2
US,US1568,CLT,SJU,1474,1155,222,29
US,US1040,CLT,STT,1520,1159,225,24
US,US932,CLT,SYR,603,1632,95,-11
US,US1642,CLT,SYR,603,2216,96,12
US,US840,CLT,TPA,508,1633,114,32
US,US1021,CLT,TPA,508,1155,125,36
US,US1637,CLT,TPA,508,2222,111,16
US,US1817,CLT,TPA,508,1316,110,24
US,US639,PHX,ONT,325,2132,74,34
US,US1724,TPA,DCA,814,1902,106,15
US,US1832,DCA,BDL,313,805,55,1
US,US1635,DCA,BUF,296,1532,65,-2
US,US1123,DCA,CLT,331,854,83,-3
US,US1229,DCA,CLT,331,1942,99,24
US,US1657,DCA,CLT,331,1537,95,15
US,US1680,DCA,CLT,331,718,79,0
US,US1947,DCA,FLL,899,2013,172,34
US,US2178,DCA,LGA,214,1608,71,6
US,US1159,DCA,MCO,759,849,158,24
US,US1189,DCA,MCO,759,2005,167,29
US,US1733,DCA,PBI,857,1924,157,15
US,US75,PHX,SEA,1107,1452,178,3
US,US1479,PHX,SLC,507,2105,87,0
US,US1452,JAX,DCA,634,1919,89,24
US,US1645,DCA,TPA,814,1926,164,25
US,US1741,DCA,TPA,814,1520,185,48
US,US1520,DEN,CLT,1337,821,160,-21
US,US1536,DEN,CLT,1337,806,157,52
US,US587,PHX,GEG,1020,2121,158,-9
US,US660,DEN,PHX,602,1607,111,38
US,US852,DFW,CLT,936,1152,121,72
US,US997,DFW,CLT,936,1238,119,8
US,US1628,DFW,CLT,936,1752,120,-7
US,US1222,DFW,PHL,1302,1200,173,22
US,US586,PHX,GEG,1020,1149,166,-3
US,US1971,DTW,CLT,500,1034,114,13
US,US232,DTW,PHX,1671,2000,252,14
US,US654,PHX,SNA,338,1201,82,18
US,US1199,EWR,CLT,529,1539,125,62
US,US1605,EWR,CLT,529,1224,127,36
US,US218,EWR,LAS,2227,2036,350,11
US,US1110,FLL,DCA,899,1752,150,18
US,US1218,FLL,DCA,899,1207,135,-1
US,US839,FLL,PHL,992,1943,132,-12
US,US191,GEG,PHX,1020,1511,153,1
US,US488,PHX,DEN,602,1346,104,40
US,US23,HNL,PHX,2917,15,381,71
US,US125,HNL,PHX,2917,137,355,100
US,US849,IAH,CLT,913,1609,130,20
US,US92,IAH,PHX,1009,1506,175,9
US,US1932,IND,CLT,428,1755,81,30
US,US52,JFK,LAS,2248,2032,329,-22
US,US621,PHX,OAK,646,1155,115,33
US,US144,KOA,PHX,2860,2356,331,-6
US,US1734,LAS,ATL,1747,37,238,6
US,US888,LAS,BOS,2381,1612,290,-4
US,US708,LAS,CLT,1916,2348,221,-2
US,US876,LAS,CLT,1916,101,242,54
US,US1760,LAS,CLT,1916,1153,250,20
US,US648,LAS,CMH,1772,1728,226,6
US,US219,LAS,EWR,2227,51,287,42
US,US187,LAS,FLL,2174,2350,271,13
US,US58,LAS,JFK,2248,13,288,11
US,US115,ORD,LAS,1515,2005,223,85
US,US116,LAS,LAX,236,7,77,15
US,US762,LAS,MCO,2039,1201,257,19
US,US764,LAS,MCO,2039,2355,249,-1
US,US290,LAS,MSP,1300,8,185,3
US,US295,LAS,MSP,1300,1210,206,50
US,US374,ORD,LAS,1515,2346,223,142
US,US636,LAS,ONT,197,32,51,19
US,US320,LAS,ORD,1515,1012,282,76
US,US321,LAS,ORD,1515,1715,208,43
US,US322,LAS,ORD,1515,1335,219,99
US,US19,TPA,LAS,1984,2112,309,40
US,US730,LAS,PHL,2176,1136,267,-8
US,US1450,LAS,PHL,2176,28,284,45
US,US1752,LAS,PHL,2176,1632,263,-4
US,US1829,LAS,PHL,2176,1522,262,15
US,US500,PHX,IND,1489,2016,199,11
US,US568,LAS,PHX,256,8,66,-6
US,US605,ORD,LAS,1515,1635,242,77
US,US612,PHX,ATL,1587,1311,204,-6
US,US643,LAS,PHX,256,1200,68,18
US,US744,LAS,PIT,1910,1311,253,27
US,US1076,LAS,PIT,1910,9,246,23
US,US529,LAS,RNO,345,1300,73,62
US,US532,LAS,SAN,258,20,67,9
US,US537,LAS,SAN,258,935,60,-7
US,US298,LAS,SEA,866,49,141,17
US,US883,LAS,SEA,866,1133,136,-18
US,US179,ONT,LAS,197,2206,69,18
US,US387,LAS,SMF,397,17,85,6
US,US131,LAS,SNA,226,2118,60,5
US,US133,LAS,SNA,226,1938,62,15
US,US573,RNO,LAS,345,1440,75,39
US,US579,LAS,TPA,1984,22,234,2
US,US1496,LAX,CLT,2125,1329,253,-14
US,US66,LAX,LAS,236,2142,61,25
US,US1454,LAX,PIT,2136,2330,264,52
US,US1445,LGA,PIT,335,1603,84,10
US,US1419,MCI,CLT,809,1831,113,-5
US,US593,MCI,PHX,1044,2101,159,30
US,US704,MCO,CLT,468,1408,81,-5
US,US1098,MCO,CLT,468,1041,94,6
US,US1946,MCO,CLT,468,1835,95,76
US,US1484,MCO,DCA,759,1206,128,12
US,US1880,MCO,DCA,759,1330,111,-3
US,US1926,MCO,DCA,759,706,111,-10
US,US787,MCO,LAS,2039,841,302,6
US,US789,MCO,LAS,2039,2100,294,41
US,US1266,MCO,PHL,861,1042,119,-3
US,US1626,MCO,PHL,861,1743,118,2
US,US1830,MCO,PIT,834,1329,141,54
US,US1838,MCO,PIT,834,1500,115,-10
US,US1589,MHT,CLT,737,1311,195,60
US,US1502,MIA,CLT,650,1924,121,11
US,US1059,MSP,CLT,930,733,146,22
US,US196,PHX,SAN,304,1530,61,18
US,US350,MSP,PHX,1276,1808,203,22
US,US896,MSY,CLT,651,751,91,-10
US,US1014,MSY,CLT,651,1632,95,0
US,US1634,MSY,CLT,651,1900,114,37
US,US1138,MSY,PHL,1088,1118,134,-5
US,US1154,MSY,PHL,1088,1315,128,-20
US,US1888,MSY,PHL,1088,1525,151,-2
US,US624,OAK,PHX,646,1709,115,179
US,US26,OGG,PHX,2845,2256,327,-4
US,US511,ONT,PHX,325,654,65,-6
US,US1237,ORD,CLT,599,1618,134,27
US,US1802,ORD,CLT,599,749,164,67
US,US1848,ORD,CLT,599,931,126,19
US,US1881,ORD,CLT,599,1908,104,56
US,US323,ORD,LAS,1515,917,244,51
US,US716,ORD,PHL,678,1131,127,10
US,US1035,ORD,PHL,678,721,164,48
US,US1571,ORD,PHL,678,1646,141,34
US,US8,ORD,PHX,1440,1742,235,22
US,US10,ORD,PHX,1440,2058,212,98
US,US472,PHX,BUR,369,1132,106,18
US,US476,PHX,BUR,369,1500,86,22
US,US607,ORD,PHX,1440,825,249,234
US,US770,PBI,CLT,590,1932,99,-5
US,US962,PBI,CLT,590,1719,104,6
US,US1282,PBI,DCA,857,1549,121,-9
US,US1920,PBI,DCA,857,1825,125,1
US,US977,PBI,LAS,2158,2046,313,16
US,US1206,PBI,PHL,951,2020,129,12
US,US1286,PBI,PHL,951,1120,130,-20
US,US1878,PBI,PHL,951,1411,148,6
US,US1952,PBI,PIT,952,1502,137,2
US,US12,PDX,PHX,1009,538,147,15
US,US229,PDX,PHX,1009,1716,156,128
US,US1469,PHL,ATL,665,2057,158,45
US,US854,PHL,BOS,280,1938,63,-17
US,US1262,PHL,BOS,280,1644,84,22
US,US1569,PHL,BWI,90,1833,60,-1
US,US723,PHL,CLT,448,1638,149,45
US,US1545,PHL,CLT,448,1915,137,25
US,US1837,PHL,CLT,448,1105,105,25
US,US1535,PHL,DEN,1557,1830,249,-12
US,US1239,PHL,DFW,1302,942,225,3
US,US1257,PHL,DFW,1302,754,254,42
US,US866,PHL,FLL,992,746,180,8
US,US1619,PHL,FLL,992,1907,176,9
US,US836,PHL,JAX,742,1903,153,7
US,US731,PHL,LAS,2176,1821,310,-12
US,US788,PHL,LAS,2176,2131,325,71
US,US797,PHL,LAS,2176,1131,323,2
US,US715,PHL,LAX,2401,1820,358,-7
US,US735,PHL,LAX,2401,1613,342,-15
US,US1421,PHL,LAX,2401,1441,346,-2
US,US1019,PHL,MCO,861,1000,166,8
US,US1265,PHL,MCO,861,720,159,46
US,US1621,PHL,MCO,861,2051,164,5
US,US1886,PHL,MCO,861,1514,162,100
US,US1406,PHL,MHT,290,2105,74,-7
US,US717,PHL,ORD,678,1632,175,78
US,US958,PHL,ORD,678,2040,129,-5
US,US1632,PHL,ORD,678,1349,161,27
US,US257,PHL,PHX,2075,2132,312,-10
US,US875,PHL,PHX,2075,1741,301,62
US,US1193,PHL,PHX,2075,1007,331,8
US,US707,PHL,RDU,336,1940,82,-2
US,US1742,PHL,RDU,336,742,106,25
US,US1057,PHL,RIC,198,1923,65,-7
US,US1190,PHL,RIC,198,1811,70,123
US,US1157,PHL,RSW,992,1026,199,47
US,US1549,PHL,SEA,2378,2043,354,-12
US,US703,PHL,SFO,2521,1918,366,63
US,US1071,PHL,SJU,1576,945,232,14
US,US1470,PHL,SYR,228,2045,70,6
US,US777,PHL,TPA,920,1603,182,24
US,US779,PHL,TPA,920,816,175,15
US,US1029,PHL,TPA,920,2123,190,51
US,US206,SMF,PHX,647,1431,101,104
US,US208,SJC,PHX,621,1631,106,14
US,US140,PHX,ANC,2551,2102,336,-18
US,US616,PHX,ATL,1587,2035,198,19
US,US1162,SAN,PHX,304,1253,76,8
US,US81,PHX,BWI,1999,1000,238,-27
US,US530,PHX,CLE,1737,1740,245,17
US,US1544,PHX,CLT,1774,1306,212,-17
US,US1546,PHX,CLT,1774,1446,221,-2
US,US143,PHX,CMH,1671,1316,225,11
US,US149,PHX,CMH,1671,1108,240,39
US,US42,PHX,DCA,1979,1320,233,-12
US,US542,PHX,DFW,868,1009,141,-1
US,US230,PHX,DTW,1671,1306,246,26
US,US239,PHX,DTW,1671,1953,229,6
US,US183,PHX,FLL,1972,1012,243,-7
US,US185,PHX,FLL,1972,1305,259,7
US,US22,PHX,HNL,2917,1824,413,24
US,US460,PHX,IND,1489,1023,210,3
US,US40,PHX,KOA,2860,1624,392,83
US,US45,PHX,KOA,2860,1506,404,200
US,US137,PHX,LAS,256,1111,82,17
US,US317,PHX,LAS,256,2220,66,37
US,US34,PHX,LAX,370,2050,83,52
US,US38,PHX,LAX,370,2310,75,3
US,US592,SEA,PHX,1107,1159,170,33
US,US359,PHX,MSP,1276,2013,202,16
US,US623,PHX,OAK,646,1824,112,-1
US,US627,PHX,OAK,646,2112,121,0
US,US3,PHX,ORD,1440,1013,223,27
US,US5,PHX,ORD,1440,1502,214,106
US,US7,PHX,ORD,1440,1845,200,160
US,US88,PHX,PDX,1009,1106,156,-14
US,US1194,PHX,PHL,2075,1612,244,-18
US,US1530,PHX,PHL,2075,1407,245,41
US,US1584,SLC,PHX,507,1408,87,23
US,US188,PHX,SAN,304,2140,79,32
US,US192,PHX,SAN,304,2305,77,12
US,US1427,PHX,SAN,304,1115,74,5
US,US1551,PHX,SAN,304,1121,77,-3
US,US70,PHX,SEA,1107,2137,170,8
US,US73,PHX,SEA,1107,1752,185,-2
US,US79,PHX,SEA,1107,817,172,-20
US,US401,PHX,SFO,651,2319,106,6
US,US403,PHX,SFO,651,834,121,-3
US,US915,PHX,SFO,651,2149,109,13
US,US280,PHX,SJC,621,1122,124,16
US,US281,PHX,SJC,621,1500,115,28
US,US282,PHX,SJC,621,809,111,1
US,US285,PHX,SJC,621,2120,107,6
US,US287,PHX,SJC,621,1854,109,28
US,US1161,PHX,SLC,507,1125,117,37
US,US365,PHX,SMF,647,1255,117,107
US,US371,STL,PHX,1262,1810,217,31
US,US652,PHX,SNA,338,832,77,-6
US,US656,PHX,SNA,338,2136,75,8
US,US662,PHX,SNA,338,1458,77,16
US,US668,PHX,SNA,338,2245,72,12
US,US152,SEA,PHX,1107,1526,168,33
US,US570,PHX,TPA,1788,1420,238,70
US,US1683,PIT,CLT,366,1631,91,47
US,US1077,PIT,LAS,1910,2121,298,29
US,US1791,PIT,MCO,834,941,196,62
US,US706,RDU,PHL,336,1800,73,-8
US,US1950,RDU,PHL,336,950,63,-10
US,US94,RDU,PHX,1891,1725,308,19
US,US1673,RIC,CLT,256,1822,71,18
US,US1772,RIC,CLT,256,717,71,4
US,US1864,RIC,PHL,198,1936,53,77
US,US994,RSW,CLT,600,1420,105,27
US,US1142,RSW,CLT,600,1926,104,5
US,US1136,SAN,CLT,2077,1313,260,5
US,US1428,SAN,PHX,304,1308,66,28
US,US1514,SAN,PHX,304,1939,73,20
US,US1548,SEA,CLT,2279,2256,270,13
US,US784,SFO,CLT,2296,2259,264,3
US,US135,SJC,LAS,386,707,72,-4
US,US202,SJC,PHX,621,817,105,107
US,US791,SJU,CLT,1474,1746,211,2
US,US826,SJU,CLT,1474,1841,214,-9
US,US1998,SJU,PHL,1576,1958,215,6
US,US18,SLC,PHX,507,2021,104,12
US,US1041,STT,CLT,1520,1740,206,-13
US,US1682,SYR,CLT,603,1909,136,18
US,US1246,TPA,CLT,508,1921,80,9
US,US1256,TPA,CLT,508,1553,81,5
US,US1617,TPA,CLT,508,1338,90,2
US,US1970,TPA,CLT,508,708,85,-2
US,US1999,TPA,CLT,508,1209,88,9
US,US1044,TPA,PHL,920,1954,118,-13
US,US1068,TPA,PHL,920,1453,135,23
US,US1216,TPA,PHL,920,711,134,23
WN,WN1178,ABQ,AMA,277,2019,51,90
WN,WN45,HOU,TPA,781,1953,100,38
WN,WN230,LAX,ABQ,677,1726,101,12
WN,WN397,RNO,LAX,390,1135,71,6
WN,WN2882,SLC,ABQ,493,1544,79,13
WN,WN294,SAN,ABQ,628,1351,98,4
WN,WN1185,MDW,MCO,989,1812,177,89
WN,WN1114,PHX,ABQ,328,1729,58,2
WN,WN1328,LAS,BUR,223,1519,60,79
WN,WN2788,LAS,SFO,414,1934,77,11
WN,WN1135,DAL,ABQ,580,1407,98,5
WN,WN2027,ABQ,LAX,677,2015,108,-2
WN,WN2480,DAL,ABQ,580,1105,104,14
WN,WN729,MLI,DFW,328,1411,56,-22
WN,WN3245,SLC,OAK,588,649,126,15
WN,WN3481,ABQ,MDW,1121,1618,174,92
WN,WN160,PHX,SJC,621,2133,100,3
WN,WN357,PHX,OAK,646,1953,156,189
WN,WN734,PHX,BUR,369,1631,87,53
WN,WN823,SDF,BHM,323,1832,77,139
WN,WN1123,MDW,DEN,895,1227,157,9
WN,WN1297,PHX,BUR,369,1350,80,5
WN,WN2497,PHX,ONT,325,2151,61,92
WN,WN137,ABQ,SAN,628,1230,100,-5
WN,WN2641,SAN,SMF,480,1942,83,0
WN,WN2010,ABQ,SEA,1180,1925,174,-6
WN,WN901,SLC,OAK,588,1734,113,2
WN,WN182,BWI,RDU,255,1550,68,43
WN,WN1861,BWI,PHX,1999,2042,299,26
WN,WN3046,RDU,MCO,534,1858,104,22
WN,WN3690,ALB,BWI,288,2124,76,30
WN,WN3656,ALB,MCO,1073,1302,230,102
WN,WN3162,ALB,MDW,717,1811,143,129
WN,WN37,AMA,DAL,324,1404,62,6
WN,WN85,TPA,RDU,587,1926,90,11
WN,WN3549,LAX,LAS,236,1036,55,11
WN,WN330,LAX,ELP,714,1331,107,3
WN,WN3152,ELP,AUS,528,1133,83,11
WN,WN900,OKC,DEN,495,1930,95,20
WN,WN2124,JAN,HOU,359,1201,77,13
WN,WN870,AUS,MDW,972,1947,157,134
WN,WN513,AUS,PHX,872,1001,143,-6
WN,WN700,PHX,LAS,256,1743,57,15
WN,WN2183,HOU,AUS,148,1933,39,37
WN,WN1885,MCO,AUS,993,1316,168,4
WN,WN1743,BWI,RSW,919,1647,178,105
WN,WN3505,BWI,PIT,210,2107,57,134
WN,WN2449,MDW,LAS,1521,2153,220,128
WN,WN2036,MCO,BHM,478,1702,88,0
WN,WN3535,DAL,HOU,239,1623,59,22
WN,WN1944,MDW,DEN,895,1844,151,90
WN,WN369,MSY,HOU,303,1421,71,32
WN,WN623,MSY,HOU,303,2123,63,21
WN,WN2093,TPA,BHM,460,1514,82,6
WN,WN1188,SDF,MDW,271,1357,69,11
WN,WN2205,STL,BHM,410,1658,65,33
WN,WN2802,TPA,FLL,197,1654,46,-5
WN,WN813,BNA,AUS,756,1403,138,6
WN,WN3334,BNA,AUS,756,2019,130,14
WN,WN419,LAS,BNA,1588,1328,198,36
WN,WN133,BNA,BWI,588,1505,86,26
WN,WN879,BWI,ORF,159,2107,44,46
